an3.1:0.3|Bhayasutta |an3.1
ja342:0.4|Vānarajātaka|ja342
ja343:0.4|Kuntinījātaka|ja343
ja344:0.4|Ambajātaka|ja344
ja345:0.4|Gajakumbhajātaka|ja345
ja346:0.4|Kesavajātaka|ja346
ja347:0.4|Ayakūṭajātaka|ja347
ja348:0.4|Araññajātaka|ja348
ja349:0.4|Sandhibhedajātaka|ja349
ja350:0.4|Devatāpañhajātaka|ja350
ja351:0.4|Maṇikuṇḍalajātaka|ja351
ja352:0.4|Sujātajātaka|ja352
ja353:0.4|Venasākhajātaka|ja353
ja354:0.4|Uragajātaka|ja354
ja355:0.4|Ghaṭajātaka|ja355
ja356:0.4|Koraṇḍiyajātaka|ja356
ja357:0.4|Laṭukikajātaka|ja357
ja358:0.4|Cūḷadhammapālajātaka|ja358
ja359:0.4|Suvaṇṇamigajātaka|ja359
ja360:0.4|Suyonandījātaka|ja360
ja361:0.4|Vaṇṇārohajātaka|ja361
ja362:0.4|Sīlavīmaṁsajātaka|ja362
ja363:0.4|Hirijātaka|ja363
ja364:0.4|Khajjopanakajātaka|ja364
ja365:0.4|Ahituṇḍikajātaka|ja365
ja366:0.4|Gumbiyajātaka|ja366
ja367:0.4|Sāḷiyajātaka|ja367
ja368:0.4|Tacasārajātaka|ja368
ja369:0.4|Mittavindakajātaka|ja369
ja370:0.4|Palāsajātaka|ja370
ja371:0.4|Dīghītikosalajātaka|ja371
ja372:0.4|Migapotakajātaka|ja372
ja373:0.4|Mūsikajātaka|ja373
ja374:0.4|Cūḷadhanuggahajātaka|ja374
ja375:0.4|Kapotajātaka|ja375
ja376:0.4|Avāriyajātaka|ja376
ja377:0.4|Setaketujātaka|ja377
ja378:0.4|Darīmukhajātaka|ja378
ja379:0.4|Nerujātaka|ja379
ja380:0.4|Āsaṅkajātaka|ja380
ja381:0.4|Migālopajātaka|ja381
ja382:0.4|Sirikāḷakaṇṇijātaka|ja382
ja383:0.4|Kukkuṭajātaka|ja383
ja384:0.4|Dhammadhajajātaka|ja384
ja385:0.4|Nandiyamigarājajātaka|ja385
ja386:0.4|Kharaputtajātaka|ja386
ja387:0.4|Sūcijātaka|ja387
ja388:0.4|Tuṇḍilajātaka|ja388
ja389:0.4|Suvaṇṇakakkaṭajātaka|ja389
ja390:0.4|Mayhakajātaka|ja390
ja391:0.4|Vijjādharajātaka|ja391
ja392:0.4|Siṅghapupphajātaka|ja392
ja393:0.4|Vighāsādajātaka|ja393
ja394:0.4|Vaṭṭakajātaka|ja394
ja395:0.4|Pārāvatajātaka|ja395
ja396:0.4|Kukkujātaka|ja396
ja397:0.4|Manojajātaka|ja397
ja398:0.4|Sutanujātaka|ja398
ja399:0.4|Mātuposakagijjhajātaka|ja399
ja400:0.4|Dabbhapupphajātaka|ja400
ja401:0.4|Paṇṇakajātaka|ja401
ja402:0.4|Sattubhastajātaka|ja402
ja403:0.4|Aṭṭhisenakajātaka|ja403
ja404:0.4|Kapijātaka|ja404
ja405:0.4|Bakajātaka|ja405
ja406:0.4|Gandhārajātaka|ja406
ja407:0.4|Mahākapijātaka|ja407
ja408:0.4|Kumbhakārajātaka|ja408
ja409:0.4|Daḷhadhammajātaka|ja409
ja410:0.4|Somadattajātaka|ja410
ja411:0.4|Susīmajātaka|ja411
ja412:0.4|Koṭasimbalijātaka|ja412
ja413:0.4|Dhūmakārijātaka|ja413
ja414:0.4|Jāgarajātaka|ja414
ja415:0.4|Kummāsapiṇḍijātaka|ja415
ja416:0.4|Parantapajātaka|ja416
ja417:0.4|Kaccānijātaka|ja417
ja418:0.4|Aṭṭhasaddajātaka|ja418
ja419:0.4|Sulasājātaka|ja419
ja420:0.4|Sumaṅgalajātaka|ja420
ja421:0.4|Gaṅgamālajātaka|ja421
ja422:0.4|Cetiyajātaka|ja422
ja423:0.4|Indriyajātaka|ja423
ja424:0.4|Ādittajātaka|ja424
ja425:0.4|Aṭṭhānajātaka|ja425
ja426:0.4|Dīpijātaka|ja426
ja427:0.4|Gijjhajātaka|ja427
ja428:0.4|Kosambiyajātaka|ja428
ja429:0.4|Mahāsuvajātaka|ja429
ja430:0.4|Cūḷasuvajātaka|ja430
ja431:0.4|Haritacajātaka|ja431
ja432:0.4|Padakusalamāṇavajātaka|ja432
ja433:0.4|Lomasakassapajātaka|ja433
ja434:0.4|Cakkavākajātaka|ja434
ja435:0.4|Haliddirāgajātaka|ja435
ja436:0.4|Samuggajātaka|ja436
ja437:0.4|Pūtimaṁsajātaka|ja437
ja438:0.4|Daddarajātaka|ja438
ja439:0.4|Catudvārajātaka|ja439
ja440:0.4|Kaṇhajātaka|ja440
ja441:0.4|Catuposathiyajātaka|ja441
ja442:0.4|Saṅkhajātaka|ja442
ja443:0.4|Cūḷabodhijātaka|ja443
ja444:0.4|Kaṇhadīpāyanajātaka|ja444
ja445:0.4|Nigrodhajātaka|ja445
ja446:0.4|Takkalajātaka|ja446
ja447:0.4|Mahādhammapālajātaka|ja447
ja448:0.4|Kukkuṭajātaka|ja448
ja449:0.4|Maṭṭhakuṇḍalījātaka|ja449
ja450:0.4|Bilārakosiyajātaka|ja450
ja451:0.4|Cakkavākajātaka|ja451
ja452:0.4|Bhūripaññajātaka|ja452
ja453:0.4|Mahāmaṅgalajātaka|ja453
ja454:0.4|Ghaṭapaṇḍitajātaka|ja454
ja455:0.4|Mātuposakajātaka|ja455
ja456:0.4|Juṇhajātaka|ja456
ja457:0.4|Dhammadevaputtajātaka|ja457
ja458:0.4|Udayajātaka|ja458
ja459:0.4|Pānīyajātaka|ja459
ja460:0.4|Yudhañcayajātaka|ja460
ja461:0.4|Dasarathajātaka|ja461
ja462:0.4|Saṁvarajātaka|ja462
ja463:0.4|Suppārakajātaka|ja463
ja464:0.4|Cūḷakuṇālajātaka|ja464
ja465:0.4|Bhaddasālajātaka|ja465
ja466:0.4|Samuddavāṇijajātaka|ja466
ja467:0.4|Kāmajātaka|ja467
ja468:0.4|Janasandhajātaka|ja468
ja469:0.4|Mahākaṇhajātaka|ja469
ja470:0.4|Kosiyajātaka|ja470
ja471:0.4|Meṇḍakapañhajātaka|ja471
ja472:0.4|Mahāpadumajātaka|ja472
ja473:0.4|Mittāmittajātaka|ja473
ja474:0.4|Ambajātaka|ja474
ja475:0.4|Phandanajātaka|ja475
ja476:0.4|Javanahaṁsajātaka|ja476
ja477:0.4|Cūḷanāradajātaka|ja477
ja478:0.4|Dūtajātaka|ja478
ja479:0.4|Kāliṅgabodhijātaka|ja479
ja480:0.4|Akittijātaka|ja480
ja481:0.4|Takkāriyajātaka|ja481
ja482:0.4|Rurumigarājajātaka|ja482
ja483:0.4|Sarabhamigajātaka|ja483
ja484:0.4|Sālikedārajātaka|ja484
ja485:0.4|Candakinnarījātaka|ja485
ja486:0.4|Mahāukkusajātaka|ja486
ja487:0.4|Uddālakajātaka|ja487
ja488:0.4|Bhisajātaka|ja488
ja489:0.4|Surucijātaka|ja489
ja490:0.4|Pañcuposathikajātaka|ja490
ja491:0.4|Mahāmorajātaka|ja491
ja492:0.4|Tacchasūkarajātaka|ja492
ja493:0.4|Mahāvāṇijajātaka|ja493
ja494:0.4|Sādhinajātaka|ja494
ja495:0.4|Dasabrāhmaṇajātaka|ja495
ja496:0.4|Bhikkhāparamparajātaka|ja496
ja497:0.4|Mātaṅgajātaka|ja497
ja498:0.4|Cittasambhūtajātaka|ja498
ja499:0.4|Sivijātaka|ja499
ja500:0.4|Sirīmantajātaka|ja500
ja501:0.4|Rohaṇamigajātaka|ja501
ja502:0.4|Cūḷahaṁsajātaka|ja502
ja503:0.4|Sattigumbajātaka|ja503
ja504:0.4|Bhallātiyajātaka|ja504
ja505:0.4|Somanassajātaka|ja505
ja506:0.4|Campeyyajātaka|ja506
ja507:0.4|Mahāpalobhanajātaka|ja507
ja508:0.4|Pañcapaṇḍitajātaka|ja508
ja509:0.4|Hatthipālajātaka|ja509
ja510:0.4|Ayogharajātaka|ja510
ja511:0.4|Kiṁchandajātaka|ja511
ja512:0.4|Kumbhajātaka|ja512
ja513:0.4|Jayaddisajātaka|ja513
ja514:0.4|Chaddantajātaka|ja514
ja515:0.4|Sambhavajātaka|ja515
ja516:0.4|Mahākapijātaka|ja516
ja517:0.4|Dakarakkhasajātaka|ja517
ja518:0.4|Paṇḍaranāgarājajātaka|ja518
ja519:0.4|Sambulājātaka|ja519
ja520:0.4|Gandhatindukajātaka|ja520
ja521:0.4|Tesakuṇajātaka|ja521
ja522:0.4|Sarabhaṅgajātaka|ja522
ja523:0.4|Alambusājātaka|ja523
ja524:0.4|Saṅkhapālajātaka|ja524
ja525:0.4|5 Cūḷasutasomajātaka|ja525
ja526:0.4|1 Niḷinikājātaka|ja526
ja527:0.4|2 Ummādantījātaka|ja527
ja528:0.4|Mahābodhijātaka|ja528
ja529:0.4|1 Soṇakajātaka|ja529
ja530:0.4|Saṅkiccajātaka|ja530
ja531:0.4|Kusajātaka|ja531
ja532:0.4|Soṇanandajātaka|ja532
ja533:0.4|1 Cūḷahaṁsajātaka|ja533
ja534:0.4|Mahāhaṁsajātaka|ja534
ja535:0.4|Sudhābhojanajātaka|ja535
ja536:0.4|Kuṇālajātaka|ja536
ja537:0.4|Mahāsutasomajātaka|ja537
ja538:0.4|1 Mūgapakkhajātaka|ja538
ja539:0.4|Mahājanakajātaka|ja539
ja540:0.4|3 Suvaṇṇasāmajātaka|ja540
ja541:0.4|4 Nimijātaka|ja541
ja542:0.4|5 Umaṅgajātaka|ja542
ja543:0.4|Bhūridattajātaka|ja543
ja544:0.4|7 Candakumārajātaka|ja544
ja545:0.4|Mahānāradakassapajātaka|ja545
ja546:0.4|Vidhurajātaka|ja546
ja547:0.4|Vessantarajātaka|ja547
snp1.1:0.2|Uragasutta|snp1.1
snp1.2:0.2|Dhaniyasutta|snp1.2
snp1.3:0.2|Khaggavisāṇasutta|snp1.3
snp1.4:0.2|Kasibhāradvājasutta|snp1.4
snp1.5:0.2|Cundasutta|snp1.5
snp1.6:0.2|Parābhavasutta|snp1.6
snp1.7:0.2|Vasalasutta|snp1.7
snp1.8:0.2|Mettasutta|snp1.8
snp1.9:0.2|Hemavatasutta|snp1.9
snp1.10:0.2|Āḷavakasutta|snp1.10
snp1.11:0.2|Vijayasutta|snp1.11
snp1.12:0.2|Munisutta|snp1.12
snp2.1:0.2|Ratanasutta|snp2.1
snp2.2:0.2|Āmagandhasutta|snp2.2
snp2.3:0.2|Hirisutta|snp2.3
snp2.4:0.2|Maṅgalasutta|snp2.4
snp2.5:0.2|Sūcilomasutta|snp2.5
snp2.6:0.2|Kapilasutta (dhammacariyasutta)|snp2.6
snp2.7:0.2|Brāhmaṇadhammikasutta|snp2.7
snp2.8:0.2|Dhamma (nāvā) sutta|snp2.8
snp2.9:0.2|Kiṁsīlasutta|snp2.9
snp2.10:0.2|Uṭṭhānasutta|snp2.10
snp2.11:0.2|Rāhulasutta|snp2.11
snp2.12:0.2|Nigrodhakappa (vaṅgīsa) sutta|snp2.12
snp2.13:0.2|Sammāparibbājanīyasutta|snp2.13
snp2.14:0.2|Dhammikasutta|snp2.14
snp3.1:0.2|Pabbajjāsutta|snp3.1
snp3.2:0.2|Padhānasutta|snp3.2
snp3.3:0.2|Subhāsitasutta|snp3.3
snp3.4:0.2|Pūraḷāsa (sundarikabhāradvāja) sutta|snp3.4
snp3.5:0.2|Māghasutta|snp3.5
snp3.6:0.2|Sabhiyasutta|snp3.6
snp3.7:0.2|Selasutta|snp3.7
snp3.8:0.2|Sallasutta|snp3.8
snp3.9:0.2|Vāseṭṭhasutta|snp3.9
snp3.10:0.2|Kokālikasutta|snp3.10
snp3.11:0.2|Nālakasutta|snp3.11
snp3.12:0.2|Dvayatānupassanāsutta|snp3.12
snp4.1:0.2|Kāmasutta|snp4.1
snp4.2:0.2|Guhaṭṭhakasutta|snp4.2
snp4.3:0.2|Duṭṭhaṭṭhakasutta|snp4.3
snp4.4:0.2|Suddhaṭṭhakasutta|snp4.4
snp4.5:0.2|Paramaṭṭhakasutta|snp4.5
snp4.6:0.2|Jarāsutta|snp4.6
snp4.7:0.2|Tissametteyyasutta|snp4.7
snp4.8:0.2|Pasūrasutta|snp4.8
snp4.9:0.2|Māgaṇḍiyasutta|snp4.9
snp4.10:0.2|Purābhedasutta|snp4.10
snp4.11:0.2|Kalahavivādasutta|snp4.11
snp4.12:0.2|Cūḷabyūhasutta|snp4.12
snp4.13:0.2|Mahābyūhasutta|snp4.13
snp4.14:0.2|Tuvaṭakasutta|snp4.14
snp4.15:0.2|Attadaṇḍasutta|snp4.15
snp4.16:0.2|Sāriputtasutta|snp4.16
snp5.2:0.2|Ajitamāṇavapucchā|snp5.2
snp5.3:0.2|Tissametteyyamāṇavapucchā|snp5.3
snp5.4:0.2|Puṇṇakamāṇavapucchā|snp5.4
snp5.5:0.2|Mettagūmāṇavapucchā|snp5.5
snp5.6:0.2|Dhotakamāṇavapucchā|snp5.6
snp5.7:0.2|Upasīvamāṇavapucchā|snp5.7
snp5.8:0.2|Nandamāṇavapucchā|snp5.8
snp5.9:0.2|Hemakamāṇavapucchā|snp5.9
snp5.10:0.2|Todeyyamāṇavapucchā|snp5.10
snp5.11:0.2|Kappamāṇavapucchā|snp5.11
snp5.12:0.2|Jatukaṇṇimāṇavapucchā|snp5.12
snp5.13:0.2|Bhadrāvudhamāṇavapucchā|snp5.13
snp5.14:0.2|Udayamāṇavapucchā|snp5.14
snp5.15:0.2|Posālamāṇavapucchā|snp5.15
snp5.16:0.2|Mogharājamāṇavapucchā|snp5.16
snp5.17:0.2|Piṅgiyamāṇavapucchā|snp5.17
ud1.1:0.2|Paṭhamabodhisutta|ud1.1
ud1.2:0.2|Dutiyabodhisutta|ud1.2
ud1.3:0.2|Tatiyabodhisutta|ud1.3
ud1.4:0.2|Huṁhuṅkasutta|ud1.4
ud1.5:0.2|Brāhmaṇasutta|ud1.5
ud1.6:0.2|Mahākassapasutta|ud1.6
ud1.7:0.2|Ajakalāpakasutta|ud1.7
ud1.8:0.2|Saṅgāmajisutta|ud1.8
ud1.9:0.2|Jaṭilasutta|ud1.9
ud1.10:0.2|Bāhiyasutta|ud1.10
ud2.1:0.2|Mucalindasutta|ud2.1
ud2.2:0.2|Rājasutta|ud2.2
ud2.3:0.2|Daṇḍasutta|ud2.3
ud2.4:0.2|Sakkārasutta|ud2.4
ud2.5:0.2|Upāsakasutta|ud2.5
ud2.6:0.2|Gabbhinīsutta|ud2.6
ud2.7:0.2|Ekaputtakasutta|ud2.7
ud2.8:0.2|Suppavāsāsutta|ud2.8
ud2.9:0.2|Visākhāsutta|ud2.9
ud2.10:0.2|Bhaddiyasutta|ud2.10
ud3.1:0.2|Kammavipākajasutta|ud3.1
ud3.2:0.2|Nandasutta|ud3.2
ud3.3:0.2|Yasojasutta|ud3.3
ud3.4:0.2|Sāriputtasutta|ud3.4
ud3.5:0.2|Mahāmoggallānasutta|ud3.5
ud3.6:0.2|Pilindavacchasutta|ud3.6
ud3.7:0.2|Sakkudānasutta|ud3.7
ud3.8:0.2|Piṇḍapātikasutta|ud3.8
ud3.9:0.2|Sippasutta|ud3.9
ud3.10:0.2|Lokasutta|ud3.10
ud4.1:0.2|Meghiyasutta|ud4.1
ud4.2:0.2|Uddhatasutta|ud4.2
ud4.3:0.2|Gopālakasutta|ud4.3
ud4.4:0.2|Yakkhapahārasutta|ud4.4
ud4.5:0.2|Nāgasutta|ud4.5
ud4.6:0.2|Piṇḍolasutta|ud4.6
ud4.7:0.2|Sāriputtasutta|ud4.7
ud4.8:0.2|Sundarīsutta|ud4.8
ud4.9:0.2|Upasenasutta|ud4.9
ud4.10:0.2|Sāriputtaupasamasutta|ud4.10
ud5.1:0.2|Piyatarasutta|ud5.1
ud5.2:0.2|Appāyukasutta|ud5.2
ud5.3:0.2|Suppabuddhakuṭṭhisutta|ud5.3
ud5.4:0.2|Kumārakasutta|ud5.4
ud5.5:0.2|Uposathasutta|ud5.5
ud5.6:0.2|Soṇasutta|ud5.6
ud5.7:0.2|Kaṅkhārevatasutta|ud5.7
ud5.8:0.2|Saṅghabhedasutta|ud5.8
ud5.9:0.2|Sadhāyamānasutta|ud5.9
ud5.10:0.2|Cūḷapanthakasutta|ud5.10
ud6.1:0.2|Āyusaṅkhārossajjanasutta|ud6.1
ud6.2:0.2|Sattajaṭilasutta|ud6.2
ud6.3:0.2|Paccavekkhaṇasutta|ud6.3
ud6.4:0.2|Paṭhamanānātitthiyasutta|ud6.4
ud6.5:0.2|Dutiyanānātitthiyasutta|ud6.5
ud6.6:0.2|Tatiyanānātitthiyasutta|ud6.6
ud6.7:0.2|Subhūtisutta|ud6.7
ud6.8:0.2|Gaṇikāsutta|ud6.8
ud6.9:0.2|Upātidhāvantisutta|ud6.9
ud6.10:0.2|Uppajjantisutta|ud6.10
ud7.1:0.2|Paṭhamalakuṇḍakabhaddiyasutta|ud7.1
ud7.2:0.2|Dutiyalakuṇḍakabhaddiyasutta|ud7.2
ud7.3:0.2|Paṭhamasattasutta|ud7.3
ud7.4:0.2|Dutiyasattasutta|ud7.4
ud7.5:0.2|Aparalakuṇḍakabhaddiyasutta|ud7.5
ud7.6:0.2|Taṇhāsaṅkhayasutta|ud7.6
ud7.7:0.2|Papañcakhayasutta|ud7.7
ud7.8:0.2|Kaccānasutta|ud7.8
ud7.9:0.2|Udapānasutta|ud7.9
ud7.10:0.2|Utenasutta|ud7.10
ud8.1:0.2|Paṭhamanibbānapaṭisaṁyuttasutta|ud8.1
ud8.2:0.2|Dutiyanibbānapaṭisaṁyuttasutta|ud8.2
ud8.3:0.2|Tatiyanibbānapaṭisaṁyuttasutta|ud8.3
ud8.4:0.2|Catutthanibbānapaṭisaṁyuttasutta|ud8.4
ud8.5:0.2|Cundasutta|ud8.5
ud8.6:0.2|Pāṭaligāmiyasutta|ud8.6
ud8.7:0.2|Dvidhāpathasutta|ud8.7
ud8.8:0.2|Visākhāsutta|ud8.8
ud8.9:0.2|Paṭhamadabbasutta|ud8.9
ud8.10:0.2|Dutiyadabbasutta|ud8.10
pli-tv-bu-vb-ay1:0.4|Paṭhamaaniyatasikkhāpada|pli-tv-bu-vb-ay1
pli-tv-bu-vb-ay2:0.4|Dutiyaaniyatasikkhāpada|pli-tv-bu-vb-ay2
pli-tv-bu-vb-np1:0.5|Kathinasikkhāpada|pli-tv-bu-vb-np1
pli-tv-bu-vb-np2:0.5|Udosita(dutiyakathina)sikkhāpada|pli-tv-bu-vb-np2
pli-tv-bu-vb-np3:0.5|Tatiyakathinasikkhāpada|pli-tv-bu-vb-np3
pli-tv-bu-vb-np4:0.5|Purāṇacīvarasikkhāpada|pli-tv-bu-vb-np4
pli-tv-bu-vb-np5:0.5|Cīvarapaṭiggahaṇasikkhāpada|pli-tv-bu-vb-np5
pli-tv-bu-vb-np6:0.5|Aññātakaviññattisikkhāpada|pli-tv-bu-vb-np6
pli-tv-bu-vb-np7:0.5|Tatuttarisikkhāpada|pli-tv-bu-vb-np7
pli-tv-bu-vb-np8:0.5|Upakkhaṭasikkhāpada|pli-tv-bu-vb-np8
pli-tv-bu-vb-np9:0.5|Dutiyaupakkhaṭasikkhāpada|pli-tv-bu-vb-np9
pli-tv-bu-vb-np10:0.5|Rājasikkhāpada|pli-tv-bu-vb-np10
pli-tv-bu-vb-np11:0.5|Kosiyasikkhāpada|pli-tv-bu-vb-np11
pli-tv-bu-vb-np12:0.5|Suddhakāḷakasikkhāpada|pli-tv-bu-vb-np12
pli-tv-bu-vb-np13:0.5|Dvebhāgasikkhāpada|pli-tv-bu-vb-np13
pli-tv-bu-vb-np14:0.5|Chabbassasikkhāpada|pli-tv-bu-vb-np14
pli-tv-bu-vb-np15:0.5|Nisīdanasanthatasikkhāpada|pli-tv-bu-vb-np15
pli-tv-bu-vb-np16:0.5|Eḷakalomasikkhāpada|pli-tv-bu-vb-np16
pli-tv-bu-vb-np17:0.5|Eḷakalomadhovāpanasikkhāpada|pli-tv-bu-vb-np17
pli-tv-bu-vb-np18:0.5|Rūpiyasikkhāpada|pli-tv-bu-vb-np18
pli-tv-bu-vb-np19:0.5|Rūpiyasaṁvohārasikkhāpada|pli-tv-bu-vb-np19
pli-tv-bu-vb-np20:0.5|Kayavikkayasikkhāpada|pli-tv-bu-vb-np20
pli-tv-bu-vb-np21:0.5|Pattasikkhāpada|pli-tv-bu-vb-np21
pli-tv-bu-vb-np22:0.5|Ūnapañcabandhanasikkhāpada|pli-tv-bu-vb-np22
pli-tv-bu-vb-np23:0.5|Bhesajjasikkhāpada|pli-tv-bu-vb-np23
pli-tv-bu-vb-np24:0.5|Vassikasāṭikasikkhāpada|pli-tv-bu-vb-np24
pli-tv-bu-vb-np25:0.5|Cīvaraacchindanasikkhāpada|pli-tv-bu-vb-np25
pli-tv-bu-vb-np26:0.5|Suttaviññattisikkhāpada|pli-tv-bu-vb-np26
pli-tv-bu-vb-np27:0.5|Mahāpesakārasikkhāpada|pli-tv-bu-vb-np27
pli-tv-bu-vb-np28:0.5|Accekacīvarasikkhāpada|pli-tv-bu-vb-np28
pli-tv-bu-vb-np29:0.5|Sāsaṅkasikkhāpada|pli-tv-bu-vb-np29
pli-tv-bu-vb-np30:0.5|Pariṇatasikkhāpada|pli-tv-bu-vb-np30
pli-tv-bu-vb-pc1:0.5|Musāvādasikkhāpada|pli-tv-bu-vb-pc1
pli-tv-bu-vb-pc2:0.5|Omasavādasikkhāpada|pli-tv-bu-vb-pc2
pli-tv-bu-vb-pc3:0.5|Pesuññasikkhāpada|pli-tv-bu-vb-pc3
pli-tv-bu-vb-pc4:0.5|Padasodhammasikkhāpada|pli-tv-bu-vb-pc4
pli-tv-bu-vb-pc5:0.5|Sahaseyyasikkhāpada|pli-tv-bu-vb-pc5
pli-tv-bu-vb-pc6:0.5|Dutiyasahaseyyasikkhāpada|pli-tv-bu-vb-pc6
pli-tv-bu-vb-pc7:0.5|Dhammadesanāsikkhāpada|pli-tv-bu-vb-pc7
pli-tv-bu-vb-pc8:0.5|Bhūtārocanasikkhāpada|pli-tv-bu-vb-pc8
pli-tv-bu-vb-pc9:0.5|Duṭṭhullārocanasikkhāpada|pli-tv-bu-vb-pc9
pli-tv-bu-vb-pc10:0.5|Pathavīkhaṇanasikkhāpada|pli-tv-bu-vb-pc10
pli-tv-bu-vb-pc11:0.5|Bhūtagāmasikkhāpada|pli-tv-bu-vb-pc11
pli-tv-bu-vb-pc12:0.5|Aññavādakasikkhāpada|pli-tv-bu-vb-pc12
pli-tv-bu-vb-pc13:0.5|Ujjhāpanakasikkhāpada|pli-tv-bu-vb-pc13
pli-tv-bu-vb-pc14:0.5|Senāsanasikkhāpada|pli-tv-bu-vb-pc14
pli-tv-bu-vb-pc15:0.5|Dutiyasenāsanasikkhāpada|pli-tv-bu-vb-pc15
pli-tv-bu-vb-pc16:0.5|Anupakhajjasikkhāpada|pli-tv-bu-vb-pc16
pli-tv-bu-vb-pc17:0.5|Nikkaḍḍhanasikkhāpada|pli-tv-bu-vb-pc17
pli-tv-bu-vb-pc18:0.5|Vehāsakuṭisikkhāpada|pli-tv-bu-vb-pc18
pli-tv-bu-vb-pc19:0.5|Mahallakavihārasikkhāpada|pli-tv-bu-vb-pc19
pli-tv-bu-vb-pc20:0.5|Sappāṇakasikkhāpada|pli-tv-bu-vb-pc20
pli-tv-bu-vb-pc21:0.5|Ovādasikkhāpada|pli-tv-bu-vb-pc21
pli-tv-bu-vb-pc22:0.5|Atthaṅgatasikkhāpada|pli-tv-bu-vb-pc22
pli-tv-bu-vb-pc23:0.5|Bhikkhunupassayasikkhāpada|pli-tv-bu-vb-pc23
pli-tv-bu-vb-pc24:0.5|Āmisasikkhāpada|pli-tv-bu-vb-pc24
pli-tv-bu-vb-pc25:0.5|Cīvaradānasikkhāpada|pli-tv-bu-vb-pc25
pli-tv-bu-vb-pc26:0.5|Cīvarasibbanasikkhāpada|pli-tv-bu-vb-pc26
pli-tv-bu-vb-pc27:0.5|Saṁvidhānasikkhāpada|pli-tv-bu-vb-pc27
pli-tv-bu-vb-pc28:0.5|Nāvābhiruhanasikkhāpada|pli-tv-bu-vb-pc28
pli-tv-bu-vb-pc29:0.5|Paripācitasikkhāpada|pli-tv-bu-vb-pc29
pli-tv-bu-vb-pc30:0.5|Rahonisajjasikkhāpada|pli-tv-bu-vb-pc30
pli-tv-bu-vb-pc31:0.5|Āvasathapiṇḍasikkhāpada|pli-tv-bu-vb-pc31
pli-tv-bu-vb-pc32:0.5|Gaṇabhojanasikkhāpada|pli-tv-bu-vb-pc32
pli-tv-bu-vb-pc33:0.5|Paramparabhojanasikkhāpada|pli-tv-bu-vb-pc33
pli-tv-bu-vb-pc34:0.5|Kāṇamātusikkhāpada|pli-tv-bu-vb-pc34
pli-tv-bu-vb-pc35:0.5|Pavāraṇāsikkhāpada|pli-tv-bu-vb-pc35
pli-tv-bu-vb-pc36:0.5|Dutiyapavāraṇāsikkhāpada|pli-tv-bu-vb-pc36
pli-tv-bu-vb-pc37:0.5|Vikālabhojanasikkhāpada|pli-tv-bu-vb-pc37
pli-tv-bu-vb-pc38:0.5|Sannidhikārakasikkhāpada|pli-tv-bu-vb-pc38
pli-tv-bu-vb-pc39:0.5|Paṇītabhojanasikkhāpada|pli-tv-bu-vb-pc39
pli-tv-bu-vb-pc40:0.5|Dantaponasikkhāpada|pli-tv-bu-vb-pc40
pli-tv-bu-vb-pc41:0.5|Acelakasikkhāpada|pli-tv-bu-vb-pc41
pli-tv-bu-vb-pc42:0.5|Uyyojanasikkhāpada|pli-tv-bu-vb-pc42
pli-tv-bu-vb-pc43:0.5|Sabhojanasikkhāpada|pli-tv-bu-vb-pc43
pli-tv-bu-vb-pc44:0.5|Rahopaṭicchannasikkhāpada|pli-tv-bu-vb-pc44
pli-tv-bu-vb-pc45:0.5|Rahonisajjasikkhāpada|pli-tv-bu-vb-pc45
pli-tv-bu-vb-pc46:0.5|Cārittasikkhāpada|pli-tv-bu-vb-pc46
pli-tv-bu-vb-pc47:0.5|Mahānāmasikkhāpada|pli-tv-bu-vb-pc47
pli-tv-bu-vb-pc48:0.5|Uyyuttasenāsikkhāpada|pli-tv-bu-vb-pc48
pli-tv-bu-vb-pc49:0.5|Senāvāsasikkhāpada|pli-tv-bu-vb-pc49
pli-tv-bu-vb-pc50:0.5|Uyyodhikasikkhāpada|pli-tv-bu-vb-pc50
pli-tv-bu-vb-pc51:0.5|Surāpānasikkhāpada|pli-tv-bu-vb-pc51
pli-tv-bu-vb-pc52:0.5|Aṅgulipatodakasikkhāpada|pli-tv-bu-vb-pc52
pli-tv-bu-vb-pc53:0.5|Hasadhammasikkhāpada|pli-tv-bu-vb-pc53
pli-tv-bu-vb-pc54:0.5|Anādariyasikkhāpada|pli-tv-bu-vb-pc54
pli-tv-bu-vb-pc55:0.5|Bhiṁsāpanasikkhāpada|pli-tv-bu-vb-pc55
pli-tv-bu-vb-pc56:0.5|Jotikasikkhāpada|pli-tv-bu-vb-pc56
pli-tv-bu-vb-pc57:0.5|Nahānasikkhāpada|pli-tv-bu-vb-pc57
pli-tv-bu-vb-pc58:0.5|Dubbaṇṇakaraṇasikkhāpada|pli-tv-bu-vb-pc58
pli-tv-bu-vb-pc59:0.5|Vikappanasikkhāpada|pli-tv-bu-vb-pc59
pli-tv-bu-vb-pc60:0.5|Cīvaraapanidhānasikkhāpada|pli-tv-bu-vb-pc60
pli-tv-bu-vb-pc61:0.5|Sañciccasikkhāpada|pli-tv-bu-vb-pc61
pli-tv-bu-vb-pc62:0.5|Sappāṇakasikkhāpada|pli-tv-bu-vb-pc62
pli-tv-bu-vb-pc63:0.5|Ukkoṭanasikkhāpada|pli-tv-bu-vb-pc63
